"url","title","year","poster","poster_alt","percent_fresh","audience_score","average_rating","reviews_counted","critics_consensus","rating","genre","director","writer","studio","runtime","cast","description"
"https://www.rottentomatoes.com/m/palio","","","https://resizing.flixster.com/DY4T8-M6ZgnuaK93bMjsxiq1bk8=/206x305/v1.bTsxMTIwMjYyNDtqOzE3Njc5OzEyMDA7Mjg0OzQwNQ","Palio","94","82%","7.5/10","17","","NR","Art House & International; Documentary; Drama; Sports & Fitness","Cosima Spender","John Hunt; Cosima Spender","","","","With breathtaking cinematography, director Cosima Spender's enthralling documentary captures the intensity of world's oldest horse race."
"https://www.rottentomatoes.com/m/brain_on_fire","","","https://resizing.flixster.com/BbbTjIg7mrubmNdK-BS6-J27Muw=/206x305/v1.bTsxMjUyMTAyOTtqOzE3NjA0OzEyMDA7MzE4OzQyNA","Brain on Fire","22","59%","5/10","2","","PG-13 (for thematic elements, brief language and partial nudity)","Drama","Gerard Barrett","Gerard Barrett","","","Chloë Grace Moretz 
as Susannah Cahalan 
 
 
 
 Richard Armitage 
as Tom Cahalan 
 
 
 
 Thomas Mann 
as Stephen 
 
 
 
 Carrie-Anne Moss 
as Rhona Nack 
 
 
 
 Jenny Slate 
 
 
 
 Tyler Perry 
as Richard 
 
 
 
 Agam Darshi 
as Dr. Khan 
 
 
 
 Navid Negahban 
as Dr. Najjar 
 
 
 
 Nicole LaPlaca 
 
 
 
 Sachin Sahel 
as MRI Technician 
 
 
 
 Alex Zahara 
as Allen 
 
 
 
 Jessie Fraser 
as Woman 
 
 
 
 Robert Moloney 
as Dr. Russo 
 
 
 
 Lee Majdoub 
as Guy 
 
 
 
 Ken Tremblett 
as Senator 
 
 
 
 Jenn Maclean-Angus 
as Giselle 
 
 
 
 Elizabeth Bowen 
as Publicist 
 
 
 
 Brian McCaig 
as Intern 
 
 Show More Cast","Brain on Fire follows Cahalan (Moretz), a rising journalist at the New York Post who mysteriously starts having seizures and hearing voices. As weeks go by and Susannah rapidly descends into insanity, she moves inexplicably from violence to catatonia. Following a series of outbursts, misdiagnoses and a prolonged hospital stay, a lucky last-minute intervention by one doctor finally gives her a diagnosis and hope to rebuild her life."
"https://www.rottentomatoes.com/m/song_to_song","Song to Song","(2017)","https://resizing.flixster.com/MM062CsKehYglDwfNQvL3KbzWPY=/206x305/v1.bTsxMjMyMzE1NDtqOzE3NjAyOzEyMDA7MTY4ODsyNTAw","Song to Song","43","37%","5.3/10","47","echoes elements of the writer-director's recent work -- for better and for worse.","R (for some sexuality, nudity, drug use and language)","Comedy; Drama","Terrence Malick","Terrence Malick","Broad Green Pictures","129 minutes","Ryan Gosling 
as BV 
 
 
 
 Rooney Mara 
as Faye 
 
 
 
 Michael Fassbender 
as Cook 
 
 
 
 Natalie Portman 
 
 
 
 Cate Blanchett 
 
 
 
 Holly Hunter 
 
 
 
 Bérénice Marlohe 
 
 
 
 Val Kilmer 
 
 
 
 Lykke Li 
 
 
 
 Olivia Grace Applegate 
 
 
 
 Dana Falconberry 
 
 
 
 Linda Emond 
 
 
 
 Louanne Stephens 
 
 
 
 Christin Sawyer Davis 
 
 
 
 Tom Sturridge 
 
 Show More Cast","In this modern love story set against the Austin, Texas music scene, two entangled couples--struggling songwriters Faye (Rooney Mara) and BV (Ryan Gosling), and music mogul Cook (Michael Fassbender) and the waitress whom he ensnares (Natalie Portman)--chase success through a rock 'n' roll landscape of seduction and betrayal."
"https://www.rottentomatoes.com/m/carter_high","","","https://resizing.flixster.com/Exz7oK1VKXf-F5Wdh6Vd79XeCEQ=/206x305/v1.bTsxMTIwMjY4MDtqOzE3Njc5OzEyMDA7Mjg0OzQwNQ","Carter High","","60%","","","","PG-13 (for thematic elements, some strong language and suggestive material)","Drama","Arthur Muhammad","Arthur Muhammad","","","Charles S. Dutton 
as Coach James 
 
 
 
 David Banner 
as Royce West 
 
 
 
 Pooch Hall 
as Coach Vonner 
 
 
 
 Reggie Hayes 
as Mr. Russeau 
 
 
 
 Vivica A. Fox 
as Mrs. James 
 
 
 
 Sheril Rodgers 
as Court Reporter 
 
 
 
 LeeAnne Locken 
as Anchor #2 
 
 
 
 Robert Hayes 
as Gary 
 
 
 
 Aundre Dean 
as Derric 
 
 
 
 Nicole Holt 
as Lady in Taco Bueno 
 
 
 
 Lynn Andrews III 
as Keith 
 
 
 
 Lynn Andrews III 
as Keith 
 
 
 
 John Alan Nelson 
as College Football Recruiter 
 
 
 
 Craig Cole 
as Robert 
 
 
 
 Larry Jack Dotson 
as Judge Kendall 
 
 
 
 Marcus M. Mauldin 
as Officer Benson 
 
 
 
 Aaron Maynard 
as Student Football Player 
 
 
 
 Josh Durham 
as Dan Henderson 
 
 
 
 Brandon Winnfield 
as Big Rob/exausted lineman 
 
 
 
 Michael W. Green 
as Mr. Edwards 
 
 
 
 Kerry McCormick 
as Mrs. Armstead 
 
 Show More Cast","The 1988 CARTER HIGH Cowboys were noted as being the best High School football team in Texas High School football history. They had it all but the team was met with a concerted effort by media and powerful Texas high school athletics alliances off the field, in an attempt to disrupt their season. Through it all, the Cowboys managed to overcome all the adversity and win the Texas State Championship. But it's what happened after the season that would rock the sports world. Nine of the record eighteen Division 1 scholarship players would commit a string of robberies that led one judge to say, ""they committed more robberies than Bonnie and Clyde"". Prior to their freshmen collegiate seasons the players were caught."
"https://www.rottentomatoes.com/m/tales_of_halloween_2015","","","https://resizing.flixster.com/oQSJ05fdaLZxakn8IHeJ_PlzJO4=/206x305/v1.bTsxMTIwMzE3ODtqOzE3Njc5OzEyMDA7NTE4Ozc2OA","Tales of Halloween","78","41%","6.5/10","35","boasts a number of fun scares and is overall more consistent than many horror anthology films, even if it isn't quite as dark or nasty as the classics of the genre.","NR (for strong bloody horror vioelnce throughout, language and brief drug use)","Horror","Darren Lynn Bousman; Axelle Carolyn; Adam Gierasch; Andrew Kasch; Neil Marshall; Lucky McKee; Mike Mendez; Dave Parker; Ryan Schifrin; John Skipp; Paul Solet","","","","Booboo Stewart 
 
 
 
 Grace Phipps 
 
 
 
 Keir Gilchrist 
 
 
 
 Lisa Marie 
 
 
 
 Greg Grunberg","Trick or treat! Ten different tales of Halloween horror taking place in one suburban town are included in this anthology, featuring appearances by Adrienne Barbeau, Booboo Stewart, Joe Dante, John Landis, Ben Woolf, Lisa Marie and more."
"https://www.rottentomatoes.com/m/blinky_bill_the_movie","Blinky Bill The Movie","(2016)","https://resizing.flixster.com/Mr0yqfIRwN3FAAJ0cKvPTzGyh8s=/206x305/v1.bTsxMjUyMTA0NztqOzE3NjA0OzEyMDA7OTk5OzEzMzI","Blinky Bill The Movie","73","43%","5.4/10","8","","PG (for some rude humor.)","Action & Adventure; Animation; Art House & International","Deane Taylor; Noel Cleary; Alexs Stadermann","Fin Edquist","","","Ryan Kwanten 
as Blinky Bill 
 
 
 
 Rufus Sewell 
as The Cat 
 
 
 
 Toni Collette 
as Beryl / Cheryl 
 
 
 
 David Wenham 
as Jacko 
 
 
 
 Barry Humphries 
as Wombo 
 
 
 
 Robin McLeavy 
as Nutsy 
 
 
 
 Richard Roxburgh 
as Blinky's Dad 
 
 
 
 Deborah Mailman 
as Blinky's Mum 
 
 
 
 Barry Otto 
as Mayor Cranklepot 
 
 
 
 Fin Edquist 
as Additional Voices 
 
 
 
 Cam Ralph 
as Robert / Splodge 
 
 
 
 Billy Birmingham 
as Richie / Tony 
 
 
 
 Tin Pang 
as Jorge 
 
 
 
 Tin Pang 
as Jorge 
 
 
 
 Charlotte Rose Hamlyn 
as Marcia Mouse 
 
 
 
 Charlotte Rose Hamlyn 
as Marcia Mouse 
 
 Show More Cast","Blinky Bill is a little koala with a big imagination. An adventurer at heart, he dreams of leaving the little town of Green Patch and following in his missing father's footsteps. When Blinky discovers a mysterious marker that hints at his Dad's whereabouts, he embarks on a journey that takes him beyond the boundary of Green Patch and into the wild and dangerous Outback. He quickly makes friends with Nutsy, a zoo koala, and Jacko, a nervous frill-necked lizard. Pursued relentlessly by a vengeful Cat who has a personal score to settle with Blinky, the trio must learn to work together if they ever want to survive the rugged Australian landscape and find Blinky's father!"
"https://www.rottentomatoes.com/m/endgame_2015","Endgame","(2015)","https://resizing.flixster.com/vW9_euT2wkgQs-1wyY0yKKhSMHo=/206x305/v1.bTsxMTIwMjM1NjtqOzE3Njc5OzEyMDA7ODEwMDsxMjAwMA","Endgame","50","25%","6.2/10","4","","PG-13","Drama","Carmen Marron","Carmen Marron; Hector Salinas","","","Rico Rodriguez 
as Jose 
 
 
 
 Efren Ramirez 
as Mr. Alvarado 
 
 
 
 Ivonne Coll 
as Abuelita 
 
 
 
 Jon Gries 
as Principal Thomas 
 
 
 
 Justina Machado 
as Karla 
 
 
 
 Rodrigo Macouzet 
as Paul 
 
 
 
 Glynn Praesel 
as Jim Tharpe - Tournament Director 
 
 
 
 Alesia Orta 
as Suzie 
 
 
 
 Xavier Gonzalez 
as Miguel 
 
 
 
 John Flores 
as Jacob 
 
 
 
 Valente Rodriguez 
as Coach Stevens 
 
 
 
 Alina Herrera 
as Dani 
 
 
 
 Cassie Brennan 
as Sandy 
 
 
 
 Ivan Cisneros 
as Peter 
 
 
 
 Golbanoo Setayesh 
as Brownsville Brainiac 
 
 
 
 Lucinda (Lucy) Lopez 
as Brownsville Brainiac 
 
 
 
 Priya Trakru 
as Brownsville Brainiac 
 
 
 
 Samuel Garcia 
as Brownsville Brainiac 
 
 
 
 Lucinda Lopez 
as Brownsville Brainiac 
 
 
 
 Ricardo J. Santoyo 
as Brownsville Brainiac 
 
 
 
 Jon Steven Flores 
as Checkmate Jacob Stewart 
 
 
 
 Daniel Wolfe 
as Last Year's Champ 
 
 
 
 Noel Rivera 
as Checkmate Coach 
 
 
 
 Jose Juan Guajardo Jr. 
as District Chess Match Supervisor 
 
 
 
 Jose Juan Guajardo 
as District Chess Match Supervisor 
 
 
 
 Victor Flores 
as District Chess Match Supervisor 
 
 
 
 Eric Vera 
as Chess Supervisor 
 
 
 
 Dimitri Agado 
as Soccer Teammate #1 
 
 
 
 Hector Filizola 
as Soccer Teammate #2 
 
 
 
 Michael Vera 
as Security Officer 
 
 
 
 Rena Rhi 
as I.C.E. Agent 
 
 
 
 Brian McCarthy 
as I.C.E. Agent 
 
 
 
 John Kinch 
as Funeral Priest 
 
 
 
 Efrain ""Happy"" Guerrero 
as Relative 
 
 
 
 Cindy Vela 
as Detention Teacher 
 
 Show More Cast","Since he was 5 yrs old, Jose's abuelita taught him to play chess like his grandfather who was a champion in Mexico. Now as part of the Brownsville school team, Jose has the chance to use his skills and for once in his life, finds himself in the spotlight, as he tries to help his team make it to the Texas state finals. As their coach, Mr. Alvarado, teaches his students the meaning of perseverance and team effort in the face of adversity, Jose discovers his own strengths and uses them to bring his broken family together."
"https://www.rottentomatoes.com/m/time_to_choose","Time To Choose","(2016)","https://resizing.flixster.com/4MDij2GwtxuvOPRR8RmlvVGoOLI=/206x305/v1.bTsxMTg2MzA5ODtqOzE3NTk3OzEyMDA7MTA4MDsxNjAw","Time To Choose","86","79%","7.3/10","18","","NR","Documentary","Charles Ferguson","Charles Ferguson; Chad Beck","","","Oscar Isaac 
as Narrator 
 
 
 
 Steven Chu 
 
 
 
 James Hansen 
 
 
 
 Christina Figueres 
 
 
 
 Michael Brune 
 
 
 
 Jane Goodall 
 
 
 
 Michael Pollan 
 
 
 
 Jerry Brown 
 
 Show More Cast","Oscar-winning documentary director Charles Ferguson turns his lens to address global climate change in a new film showing the breadth of the climate challenge, the power of solutions already available, and the remarkable people working to save our planet - from American farmers and African villagers to Indonesian anti-corruption officials and Silicon Valley entrepreneurs."
"https://www.rottentomatoes.com/m/aimy_in_a_cage","","","https://resizing.flixster.com/O3o0SD3PFTgYQZeORc_oRAt8z84=/206x305/v1.bTsxMTIwMzUyMjtqOzE3Njc5OzEyMDA7MjI0NzszMzAw","Aimy In a Cage","60","73%","3.6/10","3","","NR","Drama","Hooroo Jackson","Hooroo Jackson","","","Allisyn Ashley Arm 
as Aimy Micry 
 
 
 
 Crispin Glover 
as Claude Bohringer 
 
 
 
 Terry Moore 
as Grandma Micry 
 
 
 
 Paz de la Huerta 
as Caroline 
 
 
 
 Michael William Hunter 
as Steve 
 
 
 
 Theodore Bouloukos 
as Gruzzlebird Micry 
 
 
 
 Gabby Tary 
as Grandma Moss 
 
 
 
 Rick Montgomery Jr. 
as Commander Lopchocks 
 
 
 
 Charles Everett Tacker 
as Kenneth 
 
 
 
 Maria Deasy 
as Jackie Moss 
 
 Show More Cast","Crispin Glover co-stars as a sleazy, sinister charlatan in this epic fairytale that crosses Disney with David Lynch. Winner of the 'Director's Award' at the 2015 Portland Film Festival. A creative teenage girl, Aimy Micry, is placed into a mind-altering procedure to civilize her while news of a virus epidemic spreads throughout the world."
"https://www.rottentomatoes.com/m/saving_mr_wu","Saving Mr. Wu","(2015)","https://resizing.flixster.com/d5i45l6AcfX9zqtOebU7asNZ4R8=/206x305/v1.bTsxMTIwMjYyODtqOzE3Njc5OzEyMDA7Mjg0OzQwNQ","Saving Mr. Wu","100","66%","7.2/10","8","","NR","Drama","Sheng Ding","Sheng Ding","","","Andy Lau 
 
 
 
 Ye Liu 
 
 
 
 Qianyuan Wang 
 
 
 
 Wu Ruofu","SAVING MR. WU is an action-packed crime thriller based on the true story of China's famous celebrity kidnapping case. Mr. Wu is kidnapped in Beijing by Zhang Hua and three accomplices, all disguised as cops. In the ensuing 20 hours, the Chinese detectives led by Chief Xing quickly form a task force and sweep the city. Time is of the essence though as Mr. Wu is ordered to be killed at 9pm regardless of whether the money is collected or not. The police eventually apprehend Hua alone and a dangerous mental showdown develops between police interrogators and Hua. As the deadline rapidly approaches, the detectives and captors collide in a dramatic battle."
"https://www.rottentomatoes.com/m/fathers_and_daughters","Fathers And Daughters","(2016)","https://resizing.flixster.com/NNTatCfwhDJoayEixll2j1WjM-U=/206x305/v1.bTsxMTg5NTQ0OTtqOzE3NTk3OzEyMDA7NTY3Ozg0MA","Fathers And Daughters","29","57%","4.2/10","14","' name-brand cast can't cover for a screenplay that makes a half-hearted effort at delving into family dynamics but falls back on melodrama.","R (for some sexual content/references)","Art House & International; Drama","Gabriele Muccino","Brad Desch","","","Russell Crowe 
as Jack Davis 
 
 
 
 Amanda Seyfried 
as Katie 
 
 
 
 Aaron Paul 
as Cameron 
 
 
 
 Diane Kruger 
as Elizabeth 
 
 
 
 Bruce Greenwood 
as William 
 
 
 
 Kylie Rogers 
as Young Katie 
 
 
 
 Quvenzhane Wallis 
as Lucy 
 
 
 
 Janet McTeer 
as Carolyn 
 
 
 
 Octavia Spencer 
as Dr. Corman 
 
 
 
 Jane Fonda 
as Teddy Stanton 
 
 
 
 Ryan Eggold 
as John 
 
 
 
 Michelle Veintimilla 
as Michelle 
 
 
 
 Brendan Griffin 
as Evan 
 
 
 
 Claire Chapelli 
as Nancy 
 
 
 
 Paula Marshall 
as Laura Garner 
 
 
 
 Chris Douglass 
as Brian 
 
 
 
 Jason McCune 
as Wilton 
 
 
 
 Charles David Richards 
as Doctor 
 
 Show More Cast","After a mental breakdown, an award-winning writer (Russell Crowe) copes with being a widower and a father while, 27 years later, his grown daughter (Amanda Seyfried) struggles to forge connections of her own."
"https://www.rottentomatoes.com/m/black_2015","","","https://resizing.flixster.com/dsFW4RVKDCPiyPP8t4xbo2JfJy8=/206x305/v1.bTsxMTIwMjE1NjtqOzE3Njc5OzEyMDA7NjcxOzk2MA","Black","60","67%","5.6/10","9","","NR","Drama","","","","","","Mavela, 15 years old, is a Black Bronx. She falls madly in love with Marwan, an extremely charismatic member of a rival gang, the 1080s. The young couple is forced to make a brutal choice between gang loyalty and the love they have for one another. An impossible dilemma. -- (C) Official Facebook Page"
"https://www.rottentomatoes.com/m/kingdom_of_shadows_2015","","","https://resizing.flixster.com/jHlr_ZIZ2GMxXRiqVyotOAhjiIA=/206x305/v1.bTsxMTIwMjM4OTtqOzE3Njc5OzEyMDA7MzE3Nzs0MjM2","Kingdom Of Shadows","82","56%","5.9/10","14","","PG-13 (for mature thematic elements including disturbingviolent images and descriptions)","Art House & International; Documentary","","","","","","Kingdom of Shadows takes an unflinching look at the human cost of the U.S.-Mexico drug war through the perspectives of three unlikely individuals. Sister Consuelo Morales, based in the devastated city of Monterrey, prods government officials to take action against the drug cartels on behalf of grieving families whose loved ones have gone missing. Texan rancher Don Henry Ford Jr. offers historical context for the evolution to the hyper-violent state of drug trafficking today. He recounts his career as a smuggler during the 1980s before he served time for importing marijuana. Undercover agent-turned-senior Homeland Security officer Oscar Hagelsieb recounts his own remarkable journey and offers a unique perspective on the U.S.' role in the drug war. As the child of undocumented parents, Oscar grew up in an impoverished neighborhood where of his many peers gave in to the temptations of the drug economy."
"https://www.rottentomatoes.com/m/ramona_y_los_escarabajos","","","https://staticv2-4.rottentomatoes.com/static/images/redesign/poster_default.gif","Ramona y los escarabajos","58","","4.7/10","7","","NR","Art House & International","","","","","",""
"https://www.rottentomatoes.com/m/disorder_2016","Disorder (Maryland)","(2016)","https://resizing.flixster.com/OdDY6RtR-dfKaEIG5Fu3QC28-fI=/206x305/v1.bTsxMjE3MDg2MTtqOzE3NjAwOzEyMDA7NDA1MDs2MDAw","Disorder (Maryland)","74","53%","6.5/10","53","relies on patiently established slow-burning tension to set the stage for an intelligent, intimate psychological thriller.","NR","Art House & International; Drama; Mystery & Suspense","Alice Winocour","Alice Winocour; Jean-Stéphane Bron","","101 minutes","Matthias Schoenaerts 
 
 
 
 Diane Kruger 
 
 
 
 Paul Hamy 
 
 
 
 Zaïd Errougui-Demonsant 
 
 
 
 Percy Kemp 
 
 
 
 Mickael Daubert 
 
 
 
 Franck Torrecillas 
 
 
 
 Chems Eddine Amar 
 
 
 
 Philippe Haddad 
 
 
 
 Jean-Louis Coullo'ch 
 
 
 
 Victor Pontecorvo 
 
 Show More Cast","What happens when the man hired to protect you may be the real threat? Matthias Schoenaerts (Rust and Bone) stars as Vincent, a troubled Afghanistan veteran who, after being discharged from the army, becomes bodyguard to the wife (Diane Kruger) and young son of a wealthy Lebanese businessman at their luxurious villa on the French Riviera. But trapped in a perpetual mental warzone, the unstable Vincent must determine which dangers to the family are real and which are the product of his PTSD-fueled paranoia if he is going to keep them safe. Director Alice Winocour (Augustine) masterfully keeps the tension simmering in this pulse-pounding psychological thriller."
"https://www.rottentomatoes.com/m/eye_in_the_sky","Eye In The Sky","(2016)","https://resizing.flixster.com/vmix3ufPH2faCXCU6QqLkcfWeUE=/206x305/v1.bTsxMTQzNDQ0OTtwOzE3NjgyOzEyMDA7NDEzOzYxMw","Eye In The Sky","95","83%","7.5/10","185","offers a powerfully acted -- and unusually cerebral -- spin on the modern wartime political thriller.","R (for some violence images and language.)","Drama; Mystery & Suspense","Gavin Hood","Guy Hibbert","Eone Films","102 minutes","Helen Mirren 
as Col. Katherine Powell 
 
 
 
 Alan Rickman 
as Lt. Gen. Frank Benson 
 
 
 
 Aaron Paul 
as Steve Watts 
 
 
 
 Barkhad Abdi 
as Jama Farah 
 
 
 
 Jeremy Northam 
as Brian Woodale 
 
 
 
 Iain Glen 
as James Willett 
 
 
 
 Phoebe Fox 
as Carrie Gershon 
 
 
 
 Kim Engelbrecht 
as Lucy Galvez 
 
 
 
 Faisa Hassan 
as Fatima Mo'Allim 
 
 
 
 Aisha Takow 
as Alia Mo'Allim 
 
 
 
 Armaan Haggio 
as Musa Mo'Allim 
 
 
 
 Bob Chappell 
as Simon Powell 
 
 
 
 Alex Gallafent 
as Reporter 
 
 
 
 Babou Ceesay 
as Sergeant Mushtaq Saddiq 
 
 
 
 Kate Liquorish 
as Female Sergeant 
 
 
 
 Carl Beukes 
as Sergeant Mike Gleeson 
 
 
 
 Richard Stephenson 
as Staff Sergeant 
 
 
 
 Monde Sibisi 
as Muhammad Abdisalaam 
 
 
 
 Gabriella Pinto 
as Female Corporal 
 
 
 
 Warren Masemola 
as Agent Atieno 
 
 
 
 Ahmed Mohamed Ali 
as Omar 
 
 
 
 Tylan Wray 
as Male Corporal 
 
 
 
 Hossain Dahir 
as Driver One 
 
 
 
 Lemogang Tsipa 
as Matt Levery 
 
 
 
 Gavin Hood 
as Lt. Colonel Ed Walsh 
 
 
 
 Kenneth Fok 
as First Crewman 
 
 
 
 Zak Rowlands 
as Second Crewman-K. Moore 
 
 
 
 Ebby Weyime 
as Damisi 
 
 
 
 Vusi Kunene 
as Major Moses Owiti 
 
 
 
 Paul Spaulding 
as Command Support Staff 
 
 
 
 Francis Chouler 
as Jack Cleary 
 
 
 
 Richard McCabe 
as George Matherson 
 
 
 
 Monica Dolan 
as Angela Northman 
 
 
 
 Henry Pilime 
as Parklands Gate Guard 
 
 
 
 Roberto Meyer 
as Rasheed Hamud 
 
 
 
 James Alexander 
as Image Analyst 
 
 
 
 Sammy Maina 
as Parklands Gate Guard 
 
 
 
 Bronson Mwangi 
as Kenyan Captain 
 
 
 
 Hassan Abdullah 
as Shahid Ahmed 
 
 
 
 Lex King 
as Susan Danford/Ayesha AL-Hady 
 
 
 
 Abdi Mohamed Osman 
as Amadu Mukhtar 
 
 
 
 Mohammad Ali Sahra 
as Militia Leader 
 
 
 
 Dek Hassan 
as Abdullah AL-Hady 
 
 
 
 John Heffernan 
as Major Harold Webb 
 
 
 
 Chaltu Ahmed 
as Poor Woman 
 
 
 
 Daniel Fox 
as Tom Bellamy 
 
 
 
 Ed Suter 
as Benson's Aide-De-Camp 
 
 
 
 Virgil Graham Hopkins 
as Nigel Adler 
 
 
 
 Sonia Esgueria 
as Esther Alvarez 
 
 
 
 Mohamed Abdirahmaan 
as Abdi 
 
 
 
 Omar Abu Kadir 
as Driver Two 
 
 
 
 Laila Robins 
as Ms. Jillian Goldman 
 
 
 
 Abdilatief Takow 
as Ali 
 
 
 
 Dileef Rahim 
as Amadu Gate Guard 
 
 
 
 Robert Omache 
as Amadu Gate Guard 
 
 
 
 Istar Takow 
as Woman Buying Bread 
 
 
 
 Andrew Ahula 
as Street Vendor (Buckets) 
 
 
 
 Hilowli Hassan 
as Militia Man 
 
 
 
 Ali Mohamed 
as Khalid 
 
 
 
 Ma Mohamed 
as Osman Abade 
 
 
 
 Jessica Jones 
as Kate Barnes 
 
 
 
 Michael O'Keefe 
as Ken Stanitzke 
 
 
 
 Sonia Esgueira 
as Esther Alvarez 
 
 
 
 Mohamed Fidow 
as Abdi Militia Soldier 
 
 
 
 Sabrina Hassan Abdulle 
as Woman Buying Bread 
 
 
 
 Fatima Mohamed Mohamud 
as Woman Buying Bread 
 
 
 
 Timayare Shamso Hassan 
as Passerby 
 
 
 
 Fowzia Dahir 
as Woman Buying Bread 
 
 
 
 Fatumo Sheknoor Ali 
as Pedestrian 
 
 
 
 Hamdi Adam Shire 
as Pedestrian 
 
 
 
 Thelma Mabina 
as Nurse 
 
 
 
 Sandile Ntobla 
as Doctor 
 
 Show More Cast","The moral implications of modern warfare are confronted in Bleecker Street's powerful drama, Eye in the Sky, coming to Digital HD on June 14, 2016 and Blu-ray(TM), DVD and On Demand on June 28, 2016, from Universal Pictures Home Entertainment. Tackling an ethical dilemma in a thought-provoking suspenseful story, the gritty film stars Academy Award (R) Winner, Helen Mirren (Trumbo, The Queen), Aaron Paul (""Breaking Bad,"" Need for Speed), Academy Award (R) Nominee Barkhad Abdi (Captain Philips), Iain Glen (""Game of Thrones,"" Lara Croft: Tomb Raider) and the late Alan Rickman (Die Hard, Harry Potter) in his final on-screen performance. Eye in the Sky ""holds us in a vise and keeps squeezing"" according to Peter Travers of Rolling Stone. Directed by Academy Award (R) Winner Gavin Hood (Tsotsi, Ender's Game) and written by Guy Hibbert (""Complicit,"" Five Minutes of Heaven), Eye in the Sky follows Colonel Katherine Powell (Helen Mirren), a UK-based military officer in command of a top secret drone operation to capture terrorists in Kenya. Using remote surveillance and on-the-ground intelligence, Powell discovers the targets are planning a suicide bombing and the mission escalates from ""capture"" to ""kill."" But as American pilot Steve Watts (Aaron Paul) is about to engage, a nine-year-old girl enters the kill zone triggering an international dispute, reaching the highest levels of American and British government, over the moral, political and personal implications of modern military operations."
"https://www.rottentomatoes.com/m/forsaken_2016","Forsaken","(2016)","https://resizing.flixster.com/1CnuRrRww34FXvvzpPd1-wX9Ua8=/206x305/v1.bTsxMTQ4MzczODtqOzE3NjgyOzEyMDA7NDQxOzY0MA","Forsaken","43","87%","5.5/10","19","","R (for vioelnce and some language)","Art House & International; Drama; Western","Jon Cassar","Brad Mirman","","","Kiefer Sutherland 
as John Henry Clayton 
 
 
 
 Donald Sutherland 
as Rev. Clayton 
 
 
 
 Demi Moore 
as Mary-Alice Watson 
 
 
 
 Brian Cox 
as James McCurdy 
 
 
 
 Michael Wincott 
as Dave Turner 
 
 
 
 Aaron Poole 
as Frank Tillman 
 
 
 
 Landon Liboiron 
as Will Pickard 
 
 
 
 Michael Therriault 
as Doc Miller 
 
 
 
 Siobhan Williams 
as Emily Chadwick 
 
 
 
 Esther Purves-Smith 
as Shot Child Mother 
 
 
 
 Lex Cassar 
as Tim Slade 
 
 
 
 Graeme Black 
as Hank Plummer 
 
 
 
 David Trimble 
as Mr. Parsons 
 
 
 
 Joe Norman Shaw 
as Silver Barrel Bartender 
 
 
 
 Chris Ippolito 
as Bob Waters 
 
 
 
 Dylan Smith 
as Little Ned 
 
 
 
 Michael Mitchell 
as Clyde Burnett 
 
 
 
 Justin Michael Carriere 
as Ed Tealy 
 
 
 
 Wesley Morgan 
as Sam Hatch 
 
 
 
 Christopher Rosamund 
as Daniel Peterson 
 
 
 
 David McNally 
as Mr. Harper 
 
 
 
 Christopher Rosamond 
as Daniel Peterson 
 
 
 
 Greg Ellis 
as Tom Watson 
 
 
 
 Donovan Workun 
as Mr. Jenkins 
 
 
 
 Paul Sillito 
as Charley Watson 
 
 
 
 Ali Webb 
as Rachel Chadwick 
 
 
 
 Kira Bradley 
as Mrs. Chadwick 
 
 
 
 Don Bland 
as Mr. Chadwick 
 
 
 
 Cliff Liknes 
as Chadwick Man 
 
 
 
 Cliff Likness 
as Chadwick Man 
 
 
 
 Brock Morgan 
as James Cleary 
 
 
 
 Tom Carey 
as George 
 
 
 
 Christopher Austman 
as Wilbur 
 
 
 
 Colin Campbell 
as Red Crow Bartender 
 
 Show More Cast","In 1872, JOHN HENRY CLAYTON (Kiefer Sutherland) retires as a gunfighter and returns to his hometown of Fowler, Wyoming in hope of repairing his relationship with his estranged father, REVEREND CLAYTON (Donald Sutherland). However, he soon learns that the town is in turmoil, as the railroad will be coming through the area and a criminal gang is terrorizing ranchers who refuse to sell their land. John Henry is the only one who can stop them, but his father does not want his son to return to a life of violence."
