"url","title","year","poster","poster_alt","percent_fresh","audience_score","average_rating","reviews_counted","critics_consensus","genre","rating","director","writer","studio","runtime","cast","New column","description"
"https://www.rottentomatoes.com/m/alive_and_kicking_2017","Alive and Kicking","(2017)","https://resizing.flixster.com/LBmNb2OLyzCNiHYuyOQ7_ATccDE=/206x305/v1.bTsxMjMxNjcwOTtqOzE3NjAyOzEyMDA7NjAwOzg4OQ","Alive and Kicking","100","95%","7.8/10","10","","Documentary; Musical & Performing Arts","NR","Susan Glatzer","Susan Glatzer; Heidi Zimmerman","","","Stephen Sayer 
 
 
 
 Chandrae Roettig 
 
 
 
 Rebecka Decavita 
 
 
 
 Evita Arce 
 
 
 
 Emelie Decavita","","Born out of the Great Depression, swing dancing elevates the human spirit beyond one's circumstances as dancers can move to the beat for the sheer joy of it and disappear into something bigger, something dazzling, a space without a critic or a judge or an analyst. ALIVE AND KICKING gives the audience an intimate, insider's view into the culture of the current swing dance world while shedding light on issues facing modern American society."
"https://www.rottentomatoes.com/m/the_incomparable_rose_hartman","The Incomparable Rose Hartman","(2017)","https://resizing.flixster.com/1dBbXkDNN4iVokg4BGRB0m_Sb5Y=/206x305/v1.bTsxMjUyMTUwMztqOzE3NjA0OzEyMDA7MTk5NTsyNjYw","The Incomparable Rose Hartman","75","","0/10","8","","Documentary","NR","Øtis Mass","","","","","","You may not know her by name but you've seen her work. Starting with Studio 54 and moving forward into the New York celebrity fashion scene, Rose has photographed every major celebrity, fashion designer, artist, and socialite who has ever ventured out into the nightlife of NYC. Rose was one of the first photographers to capture the backstage environment of the fashion world and is known by the industry elite as the woman who takes a portrait that the subject would have taken themselves. The film follows Rose through her life of entrée as she put the lives of the glamorous and famous on film that serves as one of the few visual histories of NYC.; More"
"https://www.rottentomatoes.com/m/youre_killing_me_susana_2017","You're Killing Me Susana (Me estás matando Susana)","(2017)","https://resizing.flixster.com/pkjFn1OmQMjrXL5dgLw5w4mThfM=/206x305/v1.bTsxMjMxMDgyMDtqOzE3NjAyOzEyMDA7MTk0NDsyODgw","You're Killing Me Susana (Me estás matando Susana)","74","70%","6.6/10","27","","Art House & International; Comedy; Drama; Romance","NR","Roberto Sneider","Roberto Sneider; Luis Cámara","","","Gael García Bernal 
as Eligio 
 
 
 
 Verónica Echegui 
as Susana 
 
 
 
 Ashley Grace 
as Irene 
 
 
 
 Jadyn Wong 
as Altagracia 
 
 
 
 Björn Hlynur Haraldsson 
as Slawormir 
 
 
 
 Adam Hurtig 
as Bryan 
 
 
 
 Daniel Giménez Cacho 
as Editor 
 
 
 
 Andrés Almeida 
as Adrian 
 
 
 
 Ilse Salas 
as Andrea 
 
 
 
 Barbara Garrick 
 
 
 
 Gabino Rodríguez 
as Pato 
 
 
 
 Will Woytowich 
as Customs Agent #2 
 
 
 
 Julian Sedgwick 
as English Film Director 
 
 
 
 Jeremy Walmsley 
as Doug 
 
 
 
 Maite Suarez Diez 
as Nuria 
 
 
 
 Gordon Tanner 
as Customs Agent #1 
 
 Show More Cast","","Eligio (Gael Garcia Bernal), a fun-loving, charismatic actor wakes up one morning to realize that his wife Susana (Veronica Echegui) has left him without a word or warning. He looks for her everywhere trying to understand why. His certainty that things were great between them erodes as he speaks with everyone who may know where she is. After a few months Eligio discovers that she is at a writer's workshop in Iowa. Eligio sells off his car and gets on a plane from his native Mexico City to go after her. From the moment he gets off the plane in the Midwest university town Eligio is like a fish out of water. Things only get worse when the short, dark and loquacious Eligio discovers Susana has started a relationship with poet Slawomir. After some heated arguments Susana and Eligio end up making passionate love. The reconciliation is fun, joyful and romantic, and Eligio decides to stay with her until she finishes her workshop. But little by little Eligio returns to his antics that made Susana leave him in the first place, and Susana will have none of that.; More"
"https://www.rottentomatoes.com/m/behemoth_2017","Behemoth (Bei xi mo shou)","(2017)","https://resizing.flixster.com/5CvsqOBpc9tMOb9fgLAv1csSY20=/206x305/v1.bTsxMjI3NzU3MTtqOzE3NjAyOzEyMDA7NjE4OzkyNQ","Behemoth (Bei xi mo shou)","100","93%","8.3/10","22","","Art House & International; Documentary","NR","Liang Zhao (VI)","","","","","","Beginning with a mining explosion in Mongolia and ending in a ghost city west of Beijing, political documentarian Zhao Liang's visionary new film BEHEMOTH details, in one breathtaking sequence after another, the social and ecological devastation behind an economic miracle that may yet prove illusory."
"https://www.rottentomatoes.com/m/indiana_jones_5","","","https://staticv2-4.rottentomatoes.com/static/images/redesign/poster_default.gif","Indiana Jones 5","","98%","","","","Action & Adventure; Mystery & Suspense","NR","Steven Spielberg","David Koepp","","","Harrison Ford","",""
"https://www.rottentomatoes.com/m/loving_2016","Loving","(2016)","https://resizing.flixster.com/sDbHKU2_BB3llrHHlBYNoIEMA5A=/206x305/v1.bTsxMjE5Mjg5MjtqOzE3NjAxOzEyMDA7NTQwOzgwMA","Loving","90","76%","7.7/10","255","takes an understated approach to telling a painful -- and still relevant -- real-life tale, with sensitive performances breathing additional life into a superlative historical drama.","Drama","PG-13 (for thematic elements)","Jeff Nichols","Jeff Nichols","Big Beach Films","123 minutes","Joel Edgerton 
as Richard Loving 
 
 
 
 Ruth Negga 
as Mildred 
 
 
 
 Michael Shannon 
as Grey Villet 
 
 
 
 Marton Csokas 
as Sheriff Brooks 
 
 
 
 Nick Kroll 
as Bernie Cohen 
 
 
 
 Jon Bass (II) 
as Phil Hirschkop 
 
 
 
 Terri Abney 
as Garnet Jeter 
 
 
 
 Alano Miller 
as Raymond Green 
 
 
 
 Will Dalton 
as Virgil 
 
 
 
 Dean Mumford 
as Drag Race Driver 
 
 
 
 Chris Greene 
as Percy 
 
 
 
 Benjamin Booker 
as Shotgun Shack Musician #1 
 
 
 
 Justin Robinson 
as Shotgun Shack Musician #2 
 
 
 
 Dennis Williams 
as Shotgun Shack Musician #3 
 
 
 
 Keith Tyree 
as Bricklayer 
 
 
 
 Sharon Blackwood 
as Lola 
 
 
 
 Rebecca Turner 
as Pregnant Girl 
 
 
 
 Christopher Mann 
as Theoliver 
 
 
 
 Mike Shiflett 
as Magistrate 
 
 
 
 Winter Lee Holland 
as Musiel 
 
 
 
 Karen Vicks 
as Clara the Cashier 
 
 
 
 Lance Lemon 
as Cousin Davis 
 
 
 
 Marquis Adonis Hazelwood 
as Cousin Gerald 
 
 
 
 Greg Cooper 
as County Jailer 
 
 
 
 Michael Abbott Jr. 
as Deputy 
 
 
 
 Robert Haulbrook 
as County Clerk 
 
 
 
 Bill Camp 
as Frank Beazely 
 
 
 
 Bridget Gethins 
as Court Secretary 
 
 
 
 Dave Jensen 
as Judge Bazile 
 
 
 
 Andrene Ward-Hammond 
as Laura 
 
 
 
 Jevin Crochrell 
as Sidney (Middle) 
 
 
 
 Jordan Williams, Jr. 
as Donald (Middle) 
 
 
 
 Georgia Crawford 
as Peggy (Middle) 
 
 
 
 Coley Campany 
as Secretary 
 
 
 
 Brenan Young 
as Sidney (Older) 
 
 
 
 Dalyn M. Cleckley 
as Donald (Older) 
 
 
 
 Quinn McPherson 
as Peggy (Older) 
 
 
 
 DL Hopkins 
as Alex 
 
 
 
 Terry Menefee Gau 
as Antieau's Secretary 
 
 
 
 Matt Malloy 
as Chet Antieau 
 
 
 
 A. Smith Harrison 
as Reporter Supreme Court 
 
 
 
 Coby Batty 
as Telephone Man 
 
 
 
 Jennifer Joyner 
as Documentarian 
 
 
 
 Scott Wichmann 
as Reporter #1 (Press Conference) 
 
 
 
 Keith Flippen 
as Reporter #2 (Press Conference) 
 
 Show More Cast","","From acclaimed writer/director Jeff Nichols, Loving celebrates the real-life courage and commitment of an interracial couple, Richard and Mildred Loving (portrayed by Joel Edgerton and Ruth Negga), who married and then spent the next nine years fighting for the right to live as a family in their hometown. Their civil rights case, Loving v. Virginia, went all the way to the Supreme Court, which in 1967 reaffirmed the very foundation of the right to marry - and their love story has become an inspiration to couples ever since."
"https://www.rottentomatoes.com/m/the_congressman_2016","The Congressman","(2016)","https://resizing.flixster.com/1KgOjufiBhtGlG95GqwKGOnpijQ=/206x305/v1.bTsxMTg2OTI2MTtqOzE3NTk3OzEyMDA7OTgxOzE0NDA","The Congressman","33","41%","5/10","6","","Drama","R (for some language and brief sexual material)","Jared Martin; Robert Mrazek","Robert Mrazek","","","Treat Williams 
as Charlie Winship 
 
 
 
 Elizabeth Marvel 
as Rae Blanchard 
 
 
 
 Ryan Merriman 
as Jared Barnes 
 
 
 
 George Hamilton 
as Laird Devereaux 
 
 
 
 Marshall Bell 
as Sherm Hawkins 
 
 
 
 Jayne Atkinson 
as Casey Winship 
 
 
 
 Chris Conroy 
as Ben 
 
 
 
 Fritz Weaver 
as Harlan Lantier 
 
 
 
 Josh Mostel 
as Bernie Gimpel 
 
 
 
 Kim Blacklock 
as Matty Pierce 
 
 
 
 Howard Annis 
as Politician 
 
 
 
 Stephanie Atkinson 
as Winship's Campaign Aide 
 
 
 
 Doree A. Austin 
as Esther, A Constituent 
 
 
 
 Joe Jafo Carriere 
as Protester 
 
 
 
 Marcus E. Carter 
as Protester 
 
 
 
 Paul Connolly 
as Politician 
 
 
 
 Alexander Cook 
as Washington Lobbyist 
 
 
 
 Debra Lord Cooke 
as Martha, a Constituent 
 
 
 
 Isabella Rose Coulombe 
as Girl in Audience 
 
 
 
 Mark Crockett 
as Randolph 
 
 
 
 Kate Doherty 
as Angry Protester 
 
 
 
 Spencer Drake 
as Protester 
 
 
 
 Thomas Hurd 
as Father of Soldier 
 
 
 
 Miriam A. Hyman 
as Abigail 
 
 
 
 Muriel Kenderdine 
as Rita 
 
 
 
 Dominique LaFleur 
as TV News Reporter 
 
 
 
 Amanda Landry 
as Protester 
 
 
 
 Cindy Lentol 
as Holly Dean 
 
 
 
 J. Emerson McGowan 
as Albert Jackson, Capitol Police 
 
 
 
 Richard Meyer 
as Flamingo Man 
 
 
 
 James N. Mrazek 
as Lobsterman 
 
 
 
 Joseph Oliveira 
as Protester 
 
 
 
 Chris Rollins 
as Brad 
 
 
 
 Timothy J. Ryan 
as Burly Man 
 
 
 
 Dan Sinclair 
as Protester, Audience Member 
 
 
 
 Scott Anthony Smith 
as Protester 
 
 
 
 Lynn Lori Sylvan 
as Ann Cutter 
 
 
 
 Daniel Thomas 
as Protester, Audience Member 
 
 
 
 Bradley J. VanDussen 
as Congressman in Locker Room 
 
 
 
 Jessica Voisine 
as News Anchor 
 
 
 
 Alison Wachtler 
as Deidre Macavoy 
 
 Show More Cast","","Maine Congressman Charlie Winship has had a bad day. After being caught on video failing to stand and recite the pledge of allegiance with the other members, he punches out another colleague, is confronted by his angry ex-wife, and later bashes one of the most cherished patriotic symbols in America. As his life spirals out of control, Charlie embarks on a journey to a remote island in his district whose eccentric inhabitants are in the middle of a shooting war over their fishing grounds."
"https://www.rottentomatoes.com/m/papa_hemingway_in_cuba","Papa: Hemingway in Cuba","(2016)","https://resizing.flixster.com/Q-HkjDGE66Zsscv10Gr4Y6BtcDs=/206x305/v1.bTsxMTc0MzYyMDtqOzE3NTk1OzEyMDA7OTY4OzE0MzQ","Papa: Hemingway in Cuba","10","53%","4.1/10","41","makes one feel as if both can be accomplished by watching a single film.","Drama","R (for language, sexuality, some vioelnce and nudity)","Bob Yari","Denne Bart Petitclerc","","","Giovanni Ribisi 
as Denne Bart Petitclerc 
 
 
 
 Adrian Sparks 
as Ernest Hemingway 
 
 
 
 Joely Richardson 
as Mary Hemingway 
 
 
 
 Minka Kelly 
as Debbie Hunt 
 
 
 
 James Remar 
as Santo Trafficante 
 
 
 
 Mariel Hemingway 
as Woman Guest 
 
 
 
 Shaun Toub 
as Evan Shipman 
 
 
 
 Jeff Jonas 
as Jim Miller 
 
 
 
 Anthony Molinari 
as John Fletcher 
 
 
 
 Roger Zamudio 
as Sinsky 
 
 
 
 Roque Moreno 
as Luis Herrara 
 
 
 
 Joseph Bertot 
as Roberto Herrara 
 
 
 
 Alexis Diaz de Villegas 
as Paxtachi Ibarlucia 
 
 
 
 Rodrigo Obregon 
as Lucas 
 
 
 
 Orian Suarez 
as Juan 
 
 
 
 Lorenzo Castillo 
as Rene 
 
 
 
 Eduardo Almirante 
as Lucas 
 
 
 
 Guillermo Figueroa 
as Fernando Mesa 
 
 
 
 David DiGregorio 
as FBI Agent 
 
 
 
 Jorge Luis Lopez 
as Cuban Coast Guard Captain 
 
 
 
 Ernesto delCanal 
as Young Cuban Officer 
 
 
 
 Carlos E. Almirante 
as Checkpoint Soldier 
 
 
 
 Frank Licari 
as Sal 
 
 
 
 Enrique Nunez 
as Manolo 
 
 
 
 Bill Immerman 
as Male Guest 
 
 
 
 Raul Bravo 
as Derrick 
 
 
 
 Phil Melancon 
as Englishman 
 
 
 
 Karen Beyer 
as Texas Woman 
 
 
 
 Roberto Vina 
as Floridita Waiter 
 
 
 
 Ramón Arístides 
as Luis Floridita Bartender 
 
 
 
 Alejandro Halley 
as Copyboy 
 
 
 
 Jesus Hernandez Maria Chucho 
as Cuban Boatman 
 
 
 
 Bobby Williams 
as Luncheon Guest 
 
 
 
 Lorena Toub 
as Luncheon Guest 
 
 
 
 Angel Luis Fernandez 
as Ambos Mundos Bartender 
 
 
 
 Ernesto Vidal 
as Trafficante Bodyguard 
 
 
 
 Marcial Reyes 
as Cuban Secret Policeman 
 
 
 
 Hairo Herrera Martinez 
as Cuban Secret Policeman 
 
 
 
 Alexis Ramirez Mena 
as Cuban Secret Policeman 
 
 
 
 Kelly Beatriz 
as Hemingway Maid 
 
 
 
 Ayamey DeLaCaridad Fellove 
as Hemingway Maid 
 
 
 
 Ranulfo Quiala 
as Son de alla Musician 
 
 
 
 Clemente Echavarria 
as Son de alla Musician 
 
 
 
 Carlos Francisco Diaz 
as Son de alla Musician 
 
 
 
 Julio Luis Sersa 
as Leopoldo y su grupo Musician 
 
 
 
 Juan Felix Rondon 
as Leopoldo y su grupo Musician 
 
 
 
 Eduardo Granadillo 
as Leopoldo y su grupo Musician 
 
 
 
 Jose Leopoldo Alvarez 
as Leopoldo y su grupo Musician 
 
 
 
 Guillermo Perez 
as Trio Caribe Musician 
 
 
 
 Henri Collazo 
as Trio Caribe Musician 
 
 
 
 Osvaldo Rivero 
as Trio Caribe Musician 
 
 
 
 Nico Ciccone-Scott 
as Ed Myers at 4 
 
 
 
 Innis Casey 
as Ed's Father 
 
 
 
 Chad Roberts 
as Ed Myers at 14 
 
 
 
 Jake Elliott 
as Older Boy 
 
 
 
 Shelly Neal 
as Salvation Army Woman 
 
 
 
 Gregg Hirsch 
as Shop Owner 
 
 
 
 Andrew Neal 
as Shop Boy 
 
 
 
 Faith Busby 
as Mom with Stroller 
 
 
 
 Joe Newberry 
as Dad with Stroller 
 
 
 
 Kim Evans 
as Woman on Sidewalk 
 
 
 
 Hunter Goodgion 
as Man on Sidewalk 
 
 
 
 Robert Bjorklund 
as Cop 
 
 Show More Cast","","The first Hollywood film to shoot on location in Cuba since the 1959 revolution, PAPA: Hemingway in Cuba is the true-life story of a young journalist who finds a father figure in legendary author Ernest Hemingway. Their relationship began in the late 1950's when Ed Myers, then a junior reporter at The Miami Herald, wrote a fan letter to his idol. Myers thought he was being pranked when the larger than life Hemingway phoned the newsroom a week later, inviting him to Havana. ""Good letter, kid,"" the famous voice growled. ""You like to fish?"" Hidden away at his private estate with his wife Mary, the elusive author mentors Myers in fishing, drinking, and finding his voice while the Cuban Revolution boils up around them. In this turbulent landscape, observing an icon in his twilight years, Myers discovers his strength while recognizing that all of our heroes are human.; More"
"https://www.rottentomatoes.com/m/folk_hero_and_funny_guy","Folk Hero & Funny Guy","(2017)","https://resizing.flixster.com/P81Siyf6zm4SJa2B2U5oCphnm0M=/206x305/v1.bTsxMjM0NjYxOTtqOzE3NjAyOzEyMDA7NjM5Ozk0Ng","Folk Hero & Funny Guy","80","44%","6.2/10","20","","Comedy","NR","Jeff Grace (II)","Jeff Grace (II)","","","Alex Karpovsky 
as Paul Scott 
 
 
 
 Wyatt Russell 
as Jason Black 
 
 
 
 Meredith Hagner 
as Bryn 
 
 
 
 Michael Ian Black 
 
 
 
 Hannah Simone 
 
 
 
 Heather Morris (III) 
 
 
 
 Melanie Lynskey 
 
 
 
 David Cross 
 
 Show More Cast","","Recently dumped by his fiancée and with a stagnating standup routine, aspiring comedian-slash-copywriter Paul (Alex Karpovsky) is stuck. The manager of the club where he performs suggests he take some time off to update his comedy material, and in waltzes his childhood friend Jason Black (Wyatt Russell), an acclaimed folk-rock musician about to embark on a solo acoustic tour of the east coast. Jason suggests Paul needs to get his mojo back-and he should start by opening for Jason on tour. They set off on the road together, picking up a new act (folk singer Bryn, played by Meredith Hagner) on the way. But when Jason reveals an ulterior motive behind the tour, rifts are exposed in their otherwise affable camaraderie. Folk Hero & Funny Guy is a music-infused spin on the road-trip buddy comedy.; More"
"https://www.rottentomatoes.com/m/mayhem_2016","Mayhem","(2017)","https://resizing.flixster.com/tw6S2N_PaULuN6Llh-F9yPAQDvI=/206x305/v1.bTsxMjU1MjEzMDtqOzE3NjA1OzEyMDA7Mjc2NDs0MDk2","Mayhem","83","66%","7.2/10","47","delivers stylish violence by the bloody bucketful -- and grounds all the titular chaos in sharp humor and surprisingly effective real-world economic angst.","Action & Adventure; Horror","NR","Joe Lynch (V)","Matias Caruso","","","Steven Yeun 
 
 
 
 Samara Weaving 
 
 
 
 Dallas Mark Roberts 
 
 
 
 Caroline Chikezie 
 
 
 
 Mark Frost (II) 
 
 
 
 Kerry Fox 
 
 
 
 Lucy Chappell 
 
 
 
 Steven Brand 
 
 Show More Cast","","Derek Cho (Steven Yeun) is having a really bad day. After being unjustly fired from his job, he discovers that the law firm's building is under quarantine for a mysterious and dangerous virus. Chaos erupts throughout the office as the victims of the disease begin acting out their wildest impulses. Joining forces with a former client (Samara Weaving) who has a grudge of her own, Derek savagely fights tooth and nail to get to the executives on the top floor and settle the score once and for all."
"https://www.rottentomatoes.com/m/arsenal_2017","Arsenal","(2017)","https://resizing.flixster.com/YTeVo_UU5HncZhMmJlCH1-8rqmc=/206x305/v1.bTsxMjI3ODUyMTtwOzE3NjAyOzEyMDA7NjE3OzkxNg","Arsenal","3","18%","3.1/10","30","","Action & Adventure","R (for brutal bloody violence, language throughout, and drug use)","Steven C. Miller","Jason Mosberg","","","Adrian Grenier 
as JP Lindel 
 
 
 
 Johnathon Schaech 
as Mikey Lindel 
 
 
 
 John Cusack 
as Sal 
 
 
 
 Nicolas Cage 
as Eddie 
 
 
 
 Lydia Hull 
as Lizzie 
 
 
 
 Christopher Coppola 
as Buddy King 
 
 
 
 Megan Leonard 
as Vicki 
 
 
 
 Christopher Rob Bowen 
as Rob 
 
 
 
 Tyler Jon Olson 
as Gus 
 
 
 
 Shea Buckner 
as Rusty 
 
 
 
 Mark McCullough 
as Luca 
 
 
 
 Abbie Gayle 
as Alexis 
 
 
 
 Kelton DuMont 
as Young JP 
 
 
 
 Zachary Legendre 
as Young Mikey 
 
 
 
 Dylan DePaula 
as Young Mikey's Friend 
 
 
 
 Christian LeBlanc 
as Hoya 
 
 
 
 Robert Harvey 
as Eddie's Bodyguard 
 
 
 
 Todd Jenkins 
as Pawn Shop Owner 
 
 
 
 Javier González 
as Young JP's Friend 
 
 
 
 Douglas Sellers 
as Jacksonville Fan 
 
 
 
 Catherine Ashton 
as Black Bear Bartender 
 
 
 
 Jared Bankens 
as Skittish Man 
 
 
 
 Tamara Belous 
as Janet- Gril in Bar 
 
 
 
 Javier Sepulveda 
as Fan/JP's Friend 
 
 
 
 Heather Johansen 
as Kristy 
 
 
 
 Carrie Jo Hubrich 
as Chelsea 
 
 
 
 Vivian Benitez 
as Lisa 
 
 Show More Cast","","A powerful action thriller, ARSENAL tells the intertwining stories of the Lindel brothers, Mikey (Johnathon Schaech) and JP (Adrian Grenier), who had only each other to rely on growing up. As adults, JP found success as the owner of a construction company, while Mikey became a small-time mobster, mired in a life of petty crime. When Mikey is kidnapped and held for a ransom by ruthless crime boss Eddie King (Nicolas Cage), JP turns to the brothers' old pal Sal (John Cusack), a plain clothes detective for help. In order to rescue his brother, JP must risk everything and unleash his vengeance against King's relentless army of gangsters."
"https://www.rottentomatoes.com/m/three_billboards_outside_ebbing_missouri","Three Billboards Outside Ebbing, Missouri","(2017)","https://resizing.flixster.com/sDCweAIBw1a8A_JXxCmvw5siQJI=/206x305/v1.bTsxMjM0NTY3NTtqOzE3NjAyOzEyMDA7NjM5Ozk0Ng","Three Billboards Outside Ebbing, Missouri","93","87%","8.5/10","302","deftly balances black comedy against searing drama -- and draws unforgettable performances from its veteran cast along the way.","Comedy; Drama","R (for violence, language throughout, and some sexual references)","Martin McDonagh","Martin McDonagh","Fox Searchlight Pictures","115 minutes","Frances McDormand 
as Mildred Hayes 
 
 
 
 Woody Harrelson 
as Sheriff Bill Willoughby 
 
 
 
 Sam Rockwell 
as Officer Jason Dixon 
 
 
 
 Abbie Cornish 
as Anne Willoughby 
 
 
 
 Lucas Hedges 
 
 
 
 Zeljko Ivanek 
 
 
 
 Caleb Landry Jones 
as Red 
 
 
 
 Clarke Peters 
 
 
 
 Samara Weaving 
 
 
 
 John Hawkes 
 
 
 
 Peter Dinklage 
 
 Show More Cast","","THREE BILLBOARDS OUTSIDE EBBING, MISSOURI is a darkly comic drama from Academy Award winner Martin McDonagh (IN BRUGES). After months have passed without a culprit in her daughter's murder case, Mildred Hayes (Academy Award winner Frances McDormand) makes a bold move, painting three signs leading into her town with a controversial message directed at William Willoughby (Academy Award nominee Woody Harrelson), the town's revered chief of police. When his second-in-command Officer Dixon (Sam Rockwell), an immature mother's boy with a penchant for violence, gets involved, the battle between Mildred and Ebbing's law enforcement is only exacerbated.; More"
"https://www.rottentomatoes.com/m/best_and_most_beautiful_things","Best and Most Beautiful Things","(2016)","https://resizing.flixster.com/S0DAG7FaI3EOCGaGSU3euU0xZjo=/206x305/v1.bTsxMjI1MTkyODtqOzE3NjAxOzEyMDA7MTAxMzsxNTAw","Best and Most Beautiful Things","81","74%","6.5/10","16","","Documentary","NR","Garrett Zevgetis","","","","Michelle Smith","","In rural Maine, a bold and magnetic 20-year-old woman named Michelle Smith lives with her mother Julie. Michelle is quirky and charming, legally blind and diagnosed on the autism spectrum, with big dreams and varied passions. Searching for connection, Michelle explores love and empowerment outside the limits of ""normal"" through a provocative sex-positive community. Michelle's joyful story of self-discovery celebrates outcasts everywhere."
"https://www.rottentomatoes.com/m/in_pursuit_of_silence","","","https://resizing.flixster.com/z5x4hbfWUAUcbd7lgBeJFkBfSBM=/206x305/v1.bTsxMjQzMDEwNztqOzE3NjAzOzEyMDA7Njk3OzEwMjQ","In Pursuit of Silence","92","75%","6.8/10","24","","Documentary","NR","Patrick Shen","","","","","","In our race towards modernity, amidst all the technological innovation and the rapid growth of our cities, silence is now quickly passing into legend. Beginning with an ode to John Cage's seminal silent composition 4'33"", the sights and sounds of this film delicately interweave with silence to create a contemplative and cinematic experience that works its way through frantic minds and into the quiet spaces of hearts. As much a work of devotion as it is a documentary, IN PURSUIT OF SILENCE is a meditative exploration of our relationship with silence, with sound, and the impact of noise on our lives."
"https://www.rottentomatoes.com/m/unforgettable_2017","Unforgettable","(2017)","https://resizing.flixster.com/dBvRYKFuNUaihOgMzo0VVVTN_RI=/206x305/v1.bTsxMjMyMzE3NTtqOzE3NjAyOzEyMDA7NDA1MDs2MDAw","Unforgettable","26","34%","4/10","105","'s talented cast makes this domestic thriller consistently watchable, even if its failure to fully embrace its premise's campy possibilities prevents it from living up to its title.","Drama; Mystery & Suspense","R (for sexual content, violence, some language, and brief partial nudity)","Denise Di Novi","Christina Hodson","Warner Bros. Pictures","101 minutes","Katherine Heigl 
as Tessa 
 
 
 
 Rosario Dawson 
as Julia 
 
 
 
 Geoff Stults 
as David 
 
 
 
 Whitney Cummings 
as Ali 
 
 
 
 Cheryl Ladd 
as Helen 
 
 
 
 Isabella Kai Rice 
as Lily","","Tessa Connover (Katherine Heigl) is barely coping with the end of her marriage when her ex-husband, David (Geoff Stults), becomes happily engaged to Julia Banks (Rosario Dawson)--not only bringing Julia into the home they once shared but also into the life of their daughter, Lilly (Isabella Rice). Trying to settle into her new role as a wife and a stepmother, Julia believes she has finally met the man of her dreams, the man who can help her put her own troubled past behind her. But Tessa's jealousy soon takes a pathological turn until she will stop at nothing to turn Julia's dream into her ultimate nightmare."
"https://www.rottentomatoes.com/m/silicon_cowboys","","","https://resizing.flixster.com/FZfd7zR7tPvohYqUGEtyuNgs0WE=/206x305/v1.bTsxMTczMDA4MTtqOzE3NTk1OzEyMDA7MTAwMDsxNDgx","Silicon Cowboys","100","68%","7.5/10","12","","Documentary","NR","Jason Z. Cohen","Jason Z. Cohen; Steven Leckart","","","Rod Canion 
 
 
 
 Jim Harris 
 
 
 
 Bill Murto 
 
 
 
 Bill Fargo 
 
 
 
 Hugh Barnes 
 
 
 
 Gary Stimac 
 
 
 
 Steve Flannigan 
 
 
 
 Mike Swavely 
 
 
 
 Karen Walker 
 
 
 
 Ben Rosen 
 
 
 
 Ross Cooley 
 
 
 
 Steve Ullrich 
 
 
 
 Charles Lee 
 
 Show More Cast","","Launched in 1982 by three friends in a Houston diner, Compaq Computer set out to build a portable PC to take on IBM, the world's most powerful tech company. Many had tried cloning the industry leader's code, only to be trounced by IBM and its high-priced lawyers. SILICON COWBOYS explores the remarkable David vs. Goliath story, and eventual demise, of Compaq, an unlikely upstart who altered the future of computing and helped shape the world as we know it today. Directed by Oscar (R)-nominated director Jason Cohen, the film offers a fresh look at the explosive rise of the 1980's PC industry and is a refreshing alternative to the familiar narratives of Jobs, Gates, and Zuckerberg.; More"
"https://www.rottentomatoes.com/m/we_are_x_2016","","","https://resizing.flixster.com/nPLT0HXQEhZ1-Mg0zHMCMfP-uTk=/206x305/v1.bTsxMjUyMTUxNDtqOzE3NjA0OzEyMDA7MjA2MTsyNzQ4","We Are X","78","87%","6.4/10","23","","Documentary","R (for some language)","Stephen Kijak","","","","X (Japan) 
 
 
 
 Yoshiki 
 
 
 
 Toshi 
 
 
 
 Gene Simmons 
 
 
 
 Sugizo 
 
 
 
 Wes Borland 
 
 
 
 Pata 
 
 
 
 Taiji 
 
 
 
 hide 
 
 Show More Cast","","From the production team behind the Oscar winning Searching for Sugar Man comes We Are X, a transcendent rock & roll story about X Japan, the world's biggest and most successful band you've never heard of...yet. Under the enigmatic direction of drummer, pianist, composer, and producer Yoshiki, X Japan has sold over 30 million singles and albums combined--captivating such a wide range of admirers as Sir George Martin, KISS, Stan Lee, and even the Japanese Emperor--and pioneered a spectacle-driven style of visual rock, creating a one-of-a-kind cultural phenomenon. Chronicling the band's exhilarating, tumultuous and unimaginable history over the past three decades--persevering through personal, physical and spiritual heartache--the film culminates with preparations for their breathtaking reunion concert at New York's legendary Madison Square Garden. Directed by acclaimed documentarian Stephen Kijak (Stones in Exile, Scott Walker: 30 Century Man), We Are X is an astonishingly intimate portrait of a deeply haunted--but truly unstoppable--virtuoso and the music that has enthralled legions of the world's most devoted fans.; More"
